incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
107468287,2009-00009784,05/25/2009 11:45:00 PM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,6700 Block SCHMIDT LN,,EL CERRITO,CA,94530,,37.9154732,-122.3071947,04/17/2012 09:42:23 PM,10/29/2015 10:33:46 AM,POINT (-122.3071947 37.9154732),23,Monday,Breaking & Entering
107467468,2009-00017553,09/17/2009 07:00:00 PM,PC 215 CARJACKING,PC 215 CARJACKING,,CUTTING BLVD & BART PATH,,EL CERRITO,CA,,,37.925892151,-122.317443863,04/17/2012 09:42:02 PM,04/17/2015 07:16:14 AM,POINT (-122.317443863 37.925892151),19,Thursday,Robbery
107466426,2010-00002184,01/30/2010 07:01:00 PM,PC 12031 (a) CARRY CONCEALED/LOADED FIREARM: NOT REG/OWN,PC 12031 (a) CARRY CONCEALED/LOADED FIREARM: NOT REG/OWN,,11300 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.921431408155,-122.315568944197,04/17/2012 09:41:41 PM,09/17/2015 10:35:36 AM,POINT (-122.315568944197 37.921431408155),19,Saturday,Weapons Offense
107466057,2010-00003517,02/16/2010 08:41:00 AM,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,,PORTOLA DR & BART PATH,,EL CERRITO,CA,,,37.9134,-122.308,04/17/2012 09:41:36 PM,09/16/2015 10:34:29 AM,POINT (-122.308 37.9134),8,Tuesday,Drugs
107464734,2010-00016844,08/24/2010 10:06:00 PM,PC 496 RECEIVE/ETC STOLEN PROP -$400,PC 496 RECEIVE/ETC STOLEN PROP -$400,,CARLSON BLVD & HUNTINGTON AVE,,RICHMOND,CA,,,37.9077406270001,-122.308556426,04/17/2012 09:41:08 PM,08/02/2016 07:13:32 AM,POINT (-122.308556426 37.9077406270001),22,Tuesday,Theft
107464182,2010-00022540,11/18/2010 05:59:00 AM,VC 20001 A HIT AND RUN:DEATH/INJURY,VC 20001 A HIT AND RUN:DEATH/INJURY,,POTRERO AVE & S 56TH ST,,EL CERRITO,CA,,,37.9208,-122.317,04/17/2012 09:40:52 PM,05/26/2015 07:20:37 AM,POINT (-122.317 37.9208),5,Thursday,Traffic
107463272,2011-00005093,03/17/2011 09:43:00 PM,HS 11550 UNDER INFLUENCE CNTL SUB,HS 11550 UNDER INFLUENCE CNTL SUB,,7000 Block STOCKTON AVE,,EL CERRITO,CA,,,37.9102887679087,-122.299958585315,04/17/2012 09:40:34 PM,01/02/2015 08:12:33 AM,POINT (-122.299958585315 37.9102887679087),21,Thursday,Drugs
107463234,2011-00006897,04/15/2011 10:30:00 AM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,1200 Block KING DR,,EL CERRITO,CA,,,37.9206415240815,-122.295598170624,04/17/2012 09:40:28 PM,10/20/2015 10:40:27 AM,POINT (-122.295598170624 37.9206415240815),10,Friday,Breaking & Entering
107462646,2011-00012060,07/13/2011 10:41:00 AM,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,,2000 Block KEY BLVD,,EL CERRITO,CA,,,37.9285463599087,-122.319022666867,04/17/2012 09:40:20 PM,01/14/2015 08:12:38 AM,POINT (-122.319022666867 37.9285463599087),10,Wednesday,Vehicle Recovery
565083014,2014-00018448,08/01/2011 12:00:00 AM,PC 243 E1 BAT:SPOUSE/EX SP/DATE/ETC,PC 243 E1 BAT:SPOUSE/EX SP/DATE/ETC,,5600 Block EL DORADO ST,,EL CERRITO,CA,,,37.9019,-122.309,09/27/2014 07:12:17 AM,05/13/2015 07:17:45 AM,POINT (-122.309 37.9019),0,Monday,Assault
107462168,2011-00016980,09/26/2011 12:01:00 AM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,6800 Block CUTTING BLVD,,EL CERRITO,CA,,,37.9277,-122.313,04/17/2012 09:40:09 PM,04/01/2015 07:13:57 AM,POINT (-122.313 37.9277),0,Monday,Breaking & Entering
107462132,2011-00016515,09/27/2011 07:45:00 PM,DUI/ACCIDENT DUI:ALCOHOL/DRUGS,DUI/ACCIDENT DUI:ALCOHOL/DRUGS,,CENTRAL AVE & CARLSON BLVD,,EL CERRITO,CA,,,37.9019106970001,-122.304572207,04/17/2012 09:40:09 PM,08/25/2015 10:35:03 AM,POINT (-122.304572207 37.9019106970001),19,Tuesday,Traffic
107461481,2011-00021581,12/24/2011 12:36:00 AM,HS 11377 MIS - POSSESS CONTROLED SUBSTANCE,HS 11377 MIS - POSSESS CONTROLED SUBSTANCE,,PANAMA AVE & SAN PABLO AVE,,RICHMOND,CA,,,37.9079,-122.306,04/17/2012 09:39:56 PM,04/15/2015 07:13:59 AM,POINT (-122.306 37.9079),0,Saturday,Drugs
107461330,2011-00021657,12/25/2011 09:11:00 PM,HS 11359 POSS MARIJUANA FOR SALE,HS 11359 POSS MARIJUANA FOR SALE,,11300 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9211293598453,-122.315358641976,04/17/2012 09:39:56 PM,04/15/2015 07:13:59 AM,POINT (-122.315358641976 37.9211293598453),21,Sunday,Drugs
107461464,2011-00021820,12/28/2011 08:38:00 PM,VC 23152 A DUI:ALCOHOL/DRUGS,VC 23152 A DUI:ALCOHOL/DRUGS,,CARLSON BLVD & S 55TH ST,,EL CERRITO,CA,,,37.9116729,-122.3186153,04/17/2012 09:39:56 PM,04/15/2015 07:14:00 AM,POINT (-122.3186153 37.9116729),20,Wednesday,Traffic
107461472,2012-00000380,01/07/2012 11:55:00 AM,PC 211 ROBBERY OTHER WEAPON,PC 211 ROBBERY OTHER WEAPON,,1000 Block EL CERRITO PLZ,,EL CERRITO,CA,,,37.9006519431216,-122.299477323812,04/17/2012 09:39:56 PM,08/23/2016 07:16:14 AM,POINT (-122.299477323812 37.9006519431216),11,Saturday,Robbery
107461432,2012-00000790,01/14/2012 10:42:00 PM,HS 11357 C POSS MARIJUANA +28.5 GRMS,HS 11357 C POSS MARIJUANA +28.5 GRMS,,1200 Block BRIGHTON,,RICHMOND,CA,94530,,37.897049,-122.298163,04/17/2012 09:39:56 PM,05/27/2015 07:14:48 AM,POINT (-122.298163 37.897049),22,Saturday,Drugs
107461265,2012-00001644,01/31/2012 06:37:00 AM,HS 11357 B POSS MARIJUANA -28.5 GRMS,HS 11357 B POSS MARIJUANA -28.5 GRMS,,CUTTING BLVD & SAN PABLO AVE,,EL CERRITO,CA,,,37.925430197,-122.318514324,04/17/2012 09:39:51 PM,05/27/2015 07:14:48 AM,POINT (-122.318514324 37.925430197),6,Tuesday,Drugs
107461097,2012-00001822,02/03/2012 12:28:00 PM,PC 484 G FELTHFT:USE ACCESS CARD DATA,PC 484 G FELTHFT:USE ACCESS CARD DATA,,11400 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9225966291011,-122.316406904935,04/17/2012 09:39:51 PM,08/11/2016 07:12:51 AM,POINT (-122.316406904935 37.9225966291011),12,Friday,Theft
107461012,2012-00003149,02/25/2012 01:44:00 AM,HS 11357 B POSS MARIJUANA -28.5 GRMS,HS 11357 B POSS MARIJUANA -28.5 GRMS,,11500 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9243243590447,-122.317839012186,04/17/2012 09:39:46 PM,05/27/2015 07:14:48 AM,POINT (-122.317839012186 37.9243243590447),1,Saturday,Drugs
107460984,2012-00003411,02/29/2012 11:17:00 PM,VC 2800 FAILURE TO OBEY POLICE OFFICER,VC 2800 FAILURE TO OBEY POLICE OFFICER,,CARLSON BLVD & TEHAMA AVE,,RICHMOND,CA,,,37.910236932,-122.315969051,04/17/2012 09:39:46 PM,10/09/2015 10:42:11 AM,POINT (-122.315969051 37.910236932),23,Wednesday,Traffic
107460796,2012-00003825,03/08/2012 12:51:00 AM,VC 23152 A DUI:ALCOHOL/DRUGS,VC 23152 A DUI:ALCOHOL/DRUGS,,CENTRAL AVE & BELMONT AVE,,RICHMOND,CA,,,37.9014623150001,-122.307330019,04/17/2012 09:39:46 PM,03/10/2015 07:10:55 AM,POINT (-122.307330019 37.9014623150001),0,Thursday,Traffic
107460960,2012-00004077,03/12/2012 08:45:00 AM,PC 459 BURGLARY ATTEMPTED,PC 459 BURGLARY ATTEMPTED,,1700 Block ELM ST,,EL CERRITO,CA,,,37.9245877050103,-122.313376738728,04/17/2012 09:39:46 PM,08/19/2015 10:36:49 AM,POINT (-122.313376738728 37.9245877050103),8,Monday,Breaking & Entering
838670368,2018-00005223,03/21/2018 06:38:00 AM,ACCIDENT,ACCIDENT,,RICHMOND ST,,EL CERRITO,CA,,,37.9145,-122.305,03/21/2018 01:59:34 PM,07/23/2018 12:57:21 AM,POINT (-122.305 37.9145),6,Wednesday,Traffic
107461000,2012-00004223,03/14/2012 10:37:00 PM,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,,12500 Block SAN PABLO AVE,,RICHMOND,CA,,,37.9416,-122.328,04/17/2012 09:39:46 PM,08/19/2015 10:36:50 AM,POINT (-122.328 37.9416),22,Wednesday,Vehicle Recovery
107460778,2012-00005463,04/04/2012 01:15:00 PM,PC 459 BURGLARY NO FORCE,PC 459 BURGLARY NO FORCE,,9800 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.899,-122.302,04/17/2012 09:39:43 PM,05/27/2015 07:14:49 AM,POINT (-122.302 37.899),13,Wednesday,Breaking & Entering
109592496,2012-00007307,05/01/2012 12:01:00 AM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,2500 Block MIRA VISTA DR,,EL CERRITO,CA,,,37.9361,-122.314,05/02/2012 07:09:35 AM,01/27/2015 08:18:44 AM,POINT (-122.314 37.9361),0,Tuesday,Breaking & Entering
112587371,2012-00007806,05/09/2012 04:41:00 PM,PC 594 MIS - VANDALISM -$400,PC 594 MIS - VANDALISM -$400,,11800 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9282,-122.32,05/23/2012 07:09:38 AM,01/06/2015 08:14:16 AM,POINT (-122.32 37.9282),16,Wednesday,Property Crime
116148648,2012-00010372,06/15/2012 11:27:00 PM,HS 11350 POSSESS NARCOTIC CNTL SUB,HS 11350 POSSESS NARCOTIC CNTL SUB,,6400 Block CUTTING BLVD,,EL CERRITO,CA,,,37.9258052061044,-122.317785716888,06/17/2012 07:09:39 AM,05/27/2015 07:14:49 AM,POINT (-122.317785716888 37.9258052061044),23,Friday,Drugs
118796712,2012-00011486,07/04/2012 05:07:00 PM,PC 451 ARSON:PROPERTY,PC 451 ARSON:PROPERTY,,1400 Block NORVELL ST,,EL CERRITO,CA,,,37.9201230961866,-122.307291442551,07/16/2012 07:09:37 AM,05/21/2015 07:15:03 AM,POINT (-122.307291442551 37.9201230961866),17,Wednesday,Arson
121453968,2012-00013629,08/05/2012 09:23:00 PM,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,,WB 80 & ALBANY,,RICHMOND,CA,,,37.9357576,-122.3477486,08/07/2012 07:09:38 AM,05/27/2015 07:14:50 AM,POINT (-122.3477486 37.9357576),21,Sunday,Drugs
808080995,2017-00010991,06/03/2017 05:28:00 PM,ACCIDENT,ACCIDENT,,ELM ST,,EL CERRITO,CA,,,37.9171,-122.308,06/04/2017 07:09:45 AM,11/30/2017 08:11:23 AM,POINT (-122.308 37.9171),17,Saturday,Traffic
124514104,2012-00015171,08/26/2012 11:41:00 PM,HS 11378 POSS CNTL SUB FOR SALE,HS 11378 POSS CNTL SUB FOR SALE,,ARLINGTON BLVD & ELM AVE,,RICHMOND,CA,94805,,37.9412028,-122.3122659,08/28/2012 07:09:41 AM,03/09/2016 08:14:04 AM,POINT (-122.3122659 37.9412028),23,Sunday,Drugs
126239923,2012-00016028,09/08/2012 12:15:00 PM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,1700 Block ELM ST,,EL CERRITO,CA,,,37.9239242459293,-122.312723182954,09/13/2012 07:09:39 AM,06/23/2015 06:43:14 PM,POINT (-122.312723182954 37.9239242459293),12,Saturday,Breaking & Entering
125968503,2012-00016122,09/10/2012 02:57:00 AM,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,,LIBERTY ST & CENTRAL AVE,,EL CERRITO,CA,,,37.903,-122.301,09/11/2012 07:09:35 AM,08/18/2015 10:36:33 AM,POINT (-122.301 37.903),2,Monday,Drugs
127461778,2012-00016446,09/11/2012 05:00:00 AM,BURG/AUTO BURGLARY NO FORCE,BURG/AUTO BURGLARY NO FORCE,,800 Block SHEVLIN DR,,EL CERRITO,CA,,,37.9149861052716,-122.291236873797,09/25/2012 07:09:40 AM,06/23/2015 06:43:14 PM,POINT (-122.291236873797 37.9149861052716),5,Tuesday,Theft from Vehicle
127640394,2012-00017045,09/25/2012 12:28:00 AM,VC 23152 A DUI ALCOHOL/DRUGS,VC 23152 A DUI ALCOHOL/DRUGS,,FAIRMOUNT AVE & SAN PABLO AVE,,EL CERRITO,CA,,,37.900580791,-122.302573824,09/27/2012 07:09:38 AM,03/20/2015 07:13:46 AM,POINT (-122.302573824 37.900580791),0,Tuesday,Traffic
129153785,2012-00017786,10/05/2012 05:20:00 PM,VC 10852 TAMPER WITH VEHICLE,VC 10852 TAMPER WITH VEHICLE,,11100 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.918734444675,-122.313878897397,10/17/2012 07:09:40 AM,06/23/2015 06:43:14 PM,POINT (-122.313878897397 37.918734444675),17,Friday,Property Crime
129153793,2012-00018167,10/11/2012 10:49:00 AM,PC 496 RECEIVE/ETC STOLEN PROP -$400,PC 496 RECEIVE/ETC STOLEN PROP -$400,,FAIRMOUNT AVE & BEHRENS ST,,EL CERRITO,CA,,,37.9027,-122.296,10/17/2012 07:09:40 AM,09/29/2015 10:35:50 AM,POINT (-122.296 37.9027),10,Thursday,Theft
129026334,2012-00018325,10/14/2012 12:00:00 AM,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,,11200 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.920661739982,-122.315223067484,10/15/2012 07:09:39 AM,09/29/2015 10:35:51 AM,POINT (-122.315223067484 37.920661739982),0,Sunday,Vehicle Recovery
142929387,2013-00002522,10/19/2012 12:01:00 AM,PC 368 THEFT:ELD/DEP ADULT $400+,PC 368 THEFT:ELD/DEP ADULT $400+,,5800 Block LASSEN ST,,EL CERRITO,CA,,,37.8994,-122.305,02/15/2013 08:09:39 AM,07/13/2016 07:13:22 AM,POINT (-122.305 37.8994),0,Friday,Family Offense
129885415,2012-00019045,10/24/2012 09:43:00 PM,PC 666 PETTY THEFT W/PRIORS OVER $400,PC 666 PETTY THEFT W/PRIORS OVER $400,,1000 Block EL CERRITO PLZ,,EL CERRITO,CA,,,37.9006519431216,-122.299477323812,10/26/2012 07:09:41 AM,05/26/2015 07:20:38 AM,POINT (-122.299477323812 37.9006519431216),21,Wednesday,Theft
136025840,2012-00022263,12/12/2012 11:20:00 AM,HS 11359 POSS MARIJUANA FOR SALE,HS 11359 POSS MARIJUANA FOR SALE,,LINCOLN AVE & ASHBURY AVE,,EL CERRITO,CA,,,37.907048682,-122.295012082,12/18/2012 08:09:43 AM,03/16/2016 07:15:43 AM,POINT (-122.295012082 37.907048682),11,Wednesday,Drugs
135883390,2012-00022509,12/15/2012 11:00:00 AM,HS 11351 POS/PUR F/SALE NARC/C/SUB,HS 11351 POS/PUR F/SALE NARC/C/SUB,,11200 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.920661739982,-122.315223067484,12/17/2012 08:09:56 AM,03/09/2016 08:14:04 AM,POINT (-122.315223067484 37.920661739982),11,Saturday,Drugs
138571543,2012-00023051,12/22/2012 08:00:00 PM,PC 488 PETTY THEFT $50 - $199,PC 488 PETTY THEFT $50 - $199,,900 Block ELM ST,,EL CERRITO,CA,94530,,37.9110915,-122.3038566,01/05/2013 08:09:40 AM,03/23/2015 07:11:45 AM,POINT (-122.3038566 37.9110915),20,Saturday,Theft
830673713,2018-00000053,01/01/2018 08:00:57 PM,ACCIDENT,ACCIDENT,,POTRERO AVE,,EL CERRITO,CA,,,37.9207,-122.315,01/02/2018 08:10:29 AM,06/30/2018 07:11:10 AM,POINT (-122.315 37.9207),20,Monday,Traffic
808284000,2017-00011058,06/05/2017 07:22:00 AM,ACCIDENT,ACCIDENT,,CUTTING BLVD,,EL CERRITO,CA,,,37.9254,-122.319,06/06/2017 07:09:50 AM,12/02/2017 08:11:34 AM,POINT (-122.319 37.9254),7,Monday,Traffic
141524793,2013-00001216,01/19/2013 11:37:00 PM,PC 459 BURGLARY NO FORCE,PC 459 BURGLARY NO FORCE,,5300 Block POINSETT AVE,,EL CERRITO,CA,,,37.9333297813998,-122.319386756868,02/03/2013 08:09:37 AM,09/11/2015 10:35:02 AM,POINT (-122.319386756868 37.9333297813998),23,Saturday,Breaking & Entering
831329731,2018-00000674,01/10/2018 10:31:00 AM,HIT AND RUN,HIT AND RUN,,7600 Block POTRERO AVE,,EL CERRITO,CA,,,37.926,-122.303,01/11/2018 08:10:20 AM,07/07/2018 09:02:11 AM,POINT (-122.303 37.926),10,Wednesday,Traffic
807657146,2017-00010583,05/29/2017 02:13:00 PM,ACCIDENT,ACCIDENT,,SAN PABLO AVE,,EL CERRITO,CA,,,37.9022,-122.303,05/30/2017 07:09:28 AM,11/25/2017 04:57:20 PM,POINT (-122.303 37.9022),14,Monday,Traffic
140906212,2013-00001617,01/25/2013 01:30:00 PM,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,,FAIRMOUNT AVE & ASHBURY AVE,,EL CERRITO,CA,,,37.903305979,-122.293832418,01/26/2013 08:09:42 AM,11/19/2015 10:30:55 AM,POINT (-122.293832418 37.903305979),13,Friday,Vehicle Recovery
141327382,2013-00002048,01/30/2013 10:00:00 PM,BURG/AUTO BURGLARY/BREAKING AND ENTERING,BURG/AUTO BURGLARY/BREAKING AND ENTERING,,6100 Block BARRETT AVE,,EL CERRITO,CA,,,37.9365291256408,-122.313243240679,02/01/2013 08:09:36 AM,01/21/2016 08:15:32 AM,POINT (-122.313243240679 37.9365291256408),22,Wednesday,Theft from Vehicle
107462991,2011-00007963,04/29/2011 11:54:00 AM,PC 487 G/THFT:$/LABOR/PROP $400+,PC 487 G/THFT:$/LABOR/PROP $400+,,1000 Block EL CERRITO PLZ,,EL CERRITO,CA,,,37.9007,-122.299,04/17/2012 09:40:28 PM,12/14/2016 08:14:47 AM,POINT (-122.299 37.9007),11,Friday,Theft
142929422,2013-00002975,02/13/2013 01:40:00 PM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,500 Block NORVELL ST,,EL CERRITO,CA,,,37.9045275459581,-122.297134708631,02/15/2013 08:09:42 AM,06/19/2015 08:32:39 AM,POINT (-122.297134708631 37.9045275459581),13,Wednesday,Breaking & Entering
143135807,2013-00003301,02/17/2013 08:08:00 PM,PC 243 E1 BAT:SPOUSE/EX SP/DATE/ETC,PC 243 E1 BAT:SPOUSE/EX SP/DATE/ETC,,3000 Block YOLO AVE,,EL CERRITO,CA,,,37.9021,-122.308,02/19/2013 08:09:41 AM,07/27/2015 07:13:04 AM,POINT (-122.308 37.9021),20,Sunday,Assault
107462409,2011-00014350,08/20/2011 09:00:00 PM,PC 459 BURGLARY NO FORCE,PC 459 BURGLARY NO FORCE,,10300 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9074,-122.306,04/17/2012 09:40:16 PM,12/14/2016 08:14:47 AM,POINT (-122.306 37.9074),21,Saturday,Breaking & Entering
145046075,2013-00004009,02/28/2013 10:12:00 PM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,1300 Block LAWRENCE ST,,EL CERRITO,CA,,,37.9192,-122.304,03/02/2013 08:09:46 AM,02/10/2015 08:16:39 AM,POINT (-122.304 37.9192),22,Thursday,Breaking & Entering
147394445,2013-00005502,03/19/2013 07:35:00 PM,PC 211 ROBBERY FIREARM,PC 211 ROBBERY FIREARM,,11400 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9226,-122.316,03/20/2013 07:09:41 AM,05/27/2016 07:15:20 AM,POINT (-122.316 37.9226),19,Tuesday,Robbery
151105069,2013-00007570,04/16/2013 11:00:00 PM,BURG/AUTO BURGLARY/BREAKING AND ENTERING,BURG/AUTO BURGLARY/BREAKING AND ENTERING,,10800 Block SAN PABLO AVE,,RICHMOND,CA,,,37.9155,-122.312,04/20/2013 07:09:44 AM,02/05/2015 08:18:33 AM,POINT (-122.312 37.9155),23,Tuesday,Theft from Vehicle
151732716,2013-00008023,04/22/2013 06:55:00 PM,PC 647 F DISORD CONDUCT:UI/DRUG,PC 647 F DISORD CONDUCT:UI/DRUG,,11400 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9225966291011,-122.316406904935,04/24/2013 07:09:42 AM,08/02/2016 07:13:33 AM,POINT (-122.316406904935 37.9225966291011),18,Monday,Disorder
152956083,2013-00008141,04/24/2013 01:31:00 PM,HS 11359 POSS MARIJUANA FOR SALE,HS 11359 POSS MARIJUANA FOR SALE,,500 Block ASHBURY AVE,,EL CERRITO,CA,,,37.9057540333852,-122.294515982033,05/04/2013 07:09:44 AM,03/09/2016 08:14:05 AM,POINT (-122.294515982033 37.9057540333852),13,Wednesday,Drugs
153767077,2013-00009368,05/12/2013 04:24:00 PM,VC 23222 B POSS MARIJUANA IN VEHICLE,VC 23222 B POSS MARIJUANA IN VEHICLE,,CUTTING & PEERLESS,,RICHMOND,CA,94530,,37.9254568,-122.3194323,05/13/2013 07:09:44 AM,04/02/2015 07:13:31 AM,POINT (-122.3194323 37.9254568),16,Sunday,Traffic
168430438,2013-00010834,06/03/2013 09:55:00 AM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,1000 Block LENEVE PL,,EL CERRITO,CA,94707,,37.9236306818961,-122.28698144096,06/04/2013 07:09:55 AM,04/16/2015 07:13:49 AM,POINT (-122.28698144096 37.9236306818961),9,Monday,Breaking & Entering
174918426,2013-00011432,06/12/2013 10:07:00 AM,HS 11350 POSSESS NARCOTIC CNTL SUB,HS 11350 POSSESS NARCOTIC CNTL SUB,,POTRERO AVE & LEXINGTON AVE,,EL CERRITO,CA,,,37.921167666,-122.313387918,06/13/2013 07:10:07 AM,03/16/2016 07:15:48 AM,POINT (-122.313387918 37.921167666),10,Wednesday,Drugs
759429890,2016-00009071,05/13/2016 09:57:00 AM,HIT AND RUN,HIT AND RUN,,POTRERO AVE,,EL CERRITO,CA,,,37.9209,-122.318,05/14/2016 04:53:51 AM,11/09/2016 08:14:48 AM,POINT (-122.318 37.9209),9,Friday,Traffic
147540810,2013-00004879,03/11/2013 09:14:00 PM,HS 11359 POSS MARIJUANA FOR SALE,HS 11359 POSS MARIJUANA FOR SALE,,POTRERO AVE & EASTSHORE BLVD,,EL CERRITO,CA,,,37.9209,-122.317,03/21/2013 07:09:39 AM,02/07/2018 08:10:39 AM,POINT (-122.317 37.9209),21,Monday,Drugs
192866766,2013-00012961,07/05/2013 10:55:00 PM,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,,SAN PABLO AVE & CONLON AVE,,EL CERRITO,CA,94530,,37.9295931,-122.3215152,07/07/2013 07:10:05 AM,08/05/2015 01:32:28 PM,POINT (-122.3215152 37.9295931),22,Friday,Drugs
214929461,2013-00013097,07/08/2013 12:55:00 AM,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,RECOVERED STOLEN VEHICLE OUT RECOVERED VEHICLE,,ARLINGTON BLVD & CUTTING BLVD,,EL CERRITO,CA,,,37.9323,-122.309,08/07/2013 07:10:07 AM,08/18/2015 10:36:35 AM,POINT (-122.309 37.9323),0,Monday,Vehicle Recovery
200468888,2013-00013657,07/16/2013 10:31:00 PM,HS 11378 POSS CNTL SUB FOR SALE,HS 11378 POSS CNTL SUB FOR SALE,,SAN PABLO AVE & HILL ST,,EL CERRITO,CA,,,37.9236,-122.317,07/18/2013 07:10:04 AM,12/30/2015 08:14:56 AM,POINT (-122.317 37.9236),22,Tuesday,Drugs
107462419,2011-00015054,09/02/2011 09:50:00 AM,PC 459 BURGLARY NO FORCE,PC 459 BURGLARY NO FORCE,,2700 Block ARLINGTON BLVD,,EL CERRITO,CA,,,37.937,-122.308,04/17/2012 09:40:16 PM,12/14/2016 08:14:47 AM,POINT (-122.308 37.937),9,Friday,Breaking & Entering
107461450,2011-00021711,12/26/2011 10:00:00 AM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,3200 Block BELMONT AVE,,EL CERRITO,CA,94530,,37.9007741,-122.3068404,04/17/2012 09:39:56 PM,12/14/2016 08:14:47 AM,POINT (-122.3068404 37.9007741),10,Monday,Breaking & Entering
107461318,2012-00000187,01/04/2012 01:30:00 AM,VC 23152 A DUI ALCOHOL/DRUGS,VC 23152 A DUI ALCOHOL/DRUGS,,COLUMBIA AVE & CARLSON BLVD,,RICHMOND,CA,,,37.9053,-122.307,04/17/2012 09:39:56 PM,11/01/2017 07:10:33 AM,POINT (-122.307 37.9053),1,Wednesday,Traffic
107460724,2012-00004269,03/15/2012 08:16:00 PM,HS 11550 UNDER INFLUENCE CNTL SUB,HS 11550 UNDER INFLUENCE CNTL SUB,,10000 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9008,-122.303,04/17/2012 09:39:43 PM,11/01/2017 07:10:33 AM,POINT (-122.303 37.9008),20,Thursday,Drugs
205144443,2013-00014069,07/23/2013 03:18:00 PM,PC 459 BURGLARY/BREAKING AND ENTERING,PC 459 BURGLARY/BREAKING AND ENTERING,,2100 Block JUNCTION AVE,,EL CERRITO,CA,,,37.9299,-122.319,07/25/2013 07:10:05 AM,02/26/2015 08:18:10 AM,POINT (-122.319 37.9299),15,Tuesday,Breaking & Entering
205917851,2013-00014154,07/24/2013 09:52:00 PM,PC 602 TRESPASSING,PC 602 TRESPASSING,,6500 Block BARRETT AVE,,EL CERRITO,CA,,,37.9361,-122.309,07/26/2013 07:10:05 AM,08/21/2015 08:35:16 AM,POINT (-122.309 37.9361),21,Wednesday,Property Crime
136800709,2012-00022829,12/20/2012 02:05:00 PM,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,HS 11377 FEL - POSS CONTROLLED SUBSTANCE,,11200 Block SAN PABLO AVE,,EL CERRITO,CA,,,37.9207,-122.315,12/21/2012 08:09:47 AM,01/03/2018 11:10:46 PM,POINT (-122.315 37.9207),14,Thursday,Drugs
209550829,2013-00014503,07/29/2013 07:30:00 PM,BURG/AUTO BURGLARY/BREAKING AND ENTERING,BURG/AUTO BURGLARY/BREAKING AND ENTERING,,SAN PABLO AVE & CENTRAL AVE,,EL CERRITO,CA,,,37.9022,-122.303,07/31/2013 07:10:11 AM,11/19/2015 10:30:56 AM,POINT (-122.303 37.9022),19,Monday,Theft from Vehicle
